YEAR,MO,DY,T2M_MIN,T2M_MAX,RH2M,WS2M,ALLSKY_SFC_SW_DWN,ET0
2021,8,11,19.96,28.29,82.8,2.59,19.259999999999998,4.566
2021,8,12,20.34,26.21,85.15,3.35,13.284,3.26
2021,8,13,19.56,27.84,82.43,3.45,14.22,3.646
2021,8,14,19.9,26.78,83.69,3.39,16.740000000000002,3.978
2021,8,15,19.29,26.14,81.94,3.73,14.436,3.637
2021,8,16,19.25,28.31,79.91,3.24,15.120000000000001,3.958
2021,8,17,19.2,29.22,78.24,3.0,14.22,3.905
2021,8,18,18.97,28.91,77.37,3.33,19.008000000000003,4.854
2021,8,19,17.59,28.43,77.31,3.99,17.82,4.612
2021,8,20,18.48,27.66,79.88,2.57,18.828000000000003,4.529
2021,8,21,18.84,27.06,81.17,1.66,13.356,3.318
2021,8,22,18.95,28.69,79.65,1.3,18.144000000000002,4.381
2021,8,23,20.48,27.0,85.11,1.15,21.42,4.916
2021,8,24,19.97,27.92,80.21,1.88,23.759999999999998,5.546
2021,8,25,20.17,27.75,80.26,2.49,16.956,4.222
2021,8,26,20.39,28.26,82.53,1.43,21.024,4.945
2021,8,27,20.64,27.45,86.0,2.39,17.316,4.022
2021,8,28,19.88,27.8,83.01,3.26,13.932,3.555
2021,8,29,18.84,27.48,77.98,3.85,14.724,4.012
2021,8,30,17.68,27.33,80.41,3.74,16.2,4.04
2021,8,31,18.87,29.13,77.63,2.84,20.952,5.169
2021,9,1,18.96,28.09,80.0,1.91,21.024,4.968
2021,9,2,20.21,25.93,87.06,1.77,14.256,3.305
2021,9,3,18.6,27.41,80.97,2.73,11.412,3.092
2021,9,4,19.92,26.04,86.15,3.02,15.696000000000002,3.611
2021,9,5,18.77,27.79,83.12,3.86,17.064,4.09
2021,9,6,18.99,27.0,80.18,4.61,17.244,4.318
2021,9,7,18.88,27.22,81.85,4.14,16.596,4.076
2021,9,8,19.75,27.08,83.53,3.82,17.136,4.076
2021,9,9,18.98,28.67,81.33,3.3,18.684,4.536
2021,9,10,19.22,27.71,82.59,3.27,19.692,4.596
2021,9,11,19.16,27.91,83.35,3.65,18.18,4.29
2021,9,12,19.52,28.1,82.17,4.34,18.396,4.45
2021,9,13,19.78,27.6,83.4,4.63,17.208000000000002,4.143
2021,9,14,19.97,28.91,82.0,3.42,17.208000000000002,4.287
2021,9,15,19.45,28.19,82.63,2.69,17.352,4.186
2021,9,16,19.48,28.01,82.44,2.62,21.06,4.892
2021,9,17,19.67,28.84,79.02,2.21,23.184,5.522
2021,9,18,19.13,29.75,76.14,1.75,22.248,5.451
2021,9,19,19.93,27.93,82.01,1.43,21.06,4.933
2021,9,20,20.2,27.39,85.24,1.44,19.728,4.545
2021,9,21,20.11,28.09,83.55,2.5,18.36,4.35
2021,9,22,18.87,28.41,83.0,2.48,17.172,4.114
2021,9,23,20.24,26.69,83.65,2.01,18.468,4.302
2021,9,24,20.29,28.63,82.11,1.81,15.048,3.748
2021,9,25,20.32,27.36,85.86,1.95,17.784000000000002,4.113
2021,9,26,19.31,25.01,86.96,2.75,19.008000000000003,4.11
2021,9,27,19.57,27.82,82.78,3.8,15.984000000000002,3.957
2021,9,28,18.79,26.21,84.45,3.51,16.128000000000004,3.751
2021,9,29,18.71,27.71,81.71,2.84,19.8,4.639
2021,9,30,17.67,29.03,78.63,1.32,15.264000000000001,3.782
2021,10,1,19.45,28.43,82.97,1.58,17.496000000000002,4.17
2021,10,2,20.32,27.35,85.5,1.97,16.92,3.953
2021,10,3,19.86,28.15,83.19,2.12,19.728,4.625
2021,10,4,18.37,28.43,85.5,1.54,21.924,4.959
2021,10,5,20.12,27.76,87.12,1.41,15.768,3.676
2021,10,6,19.6,27.03,87.53,1.58,14.004000000000001,3.258
2021,10,7,19.72,28.71,81.66,1.43,17.892,4.308
2021,10,8,20.95,26.58,88.97,1.85,13.32,3.091
2021,10,9,20.5,26.4,88.74,2.53,9.936,2.429
2021,10,10,20.01,27.05,87.04,2.18,17.748,4.025
2021,10,11,19.69,27.39,84.75,1.47,16.92,3.959
2021,10,12,20.16,25.92,87.1,1.51,15.588000000000001,3.574
2021,10,13,19.96,26.54,87.22,2.37,15.192,3.493
2021,10,14,19.65,27.96,82.94,1.54,14.616,3.562
2021,10,15,19.91,28.09,86.61,0.79,12.78,3.042
2021,10,16,21.38,27.42,87.46,1.62,18.791999999999998,4.317
2021,10,17,20.76,24.57,90.53,1.67,13.212,2.954
2021,10,18,19.41,27.68,87.69,2.3,16.812,3.814
2021,10,19,19.7,26.26,84.43,1.32,18.756,4.304
2021,10,20,19.26,27.48,86.4,1.33,14.436,3.384
2021,10,21,20.59,26.56,89.36,1.04,17.928,4.069
2021,10,22,20.09,27.25,86.9,1.36,16.056,3.725
2021,10,23,20.33,25.83,86.19,1.51,14.652000000000001,3.412
2021,10,24,18.5,27.16,85.0,0.97,17.208000000000002,3.965
2021,10,25,19.5,26.36,86.76,1.72,16.092,3.677
2021,10,26,18.47,27.35,85.3,1.39,16.524,3.818
2021,10,27,18.08,27.25,84.5,1.84,15.696000000000002,3.665
2021,10,28,17.83,26.84,82.91,1.89,18.036,4.157
2021,10,29,18.6,25.64,87.46,2.08,11.412,2.682
2021,10,30,19.14,26.11,87.82,2.51,14.724,3.329
2021,10,31,18.83,27.29,88.62,2.16,18.036,3.982
2021,11,1,18.89,25.54,89.69,2.22,12.6,2.824
2021,11,2,18.76,25.61,88.4,3.19,13.104000000000001,2.962
2021,11,3,18.42,26.2,87.75,2.41,14.076,3.193
2021,11,4,19.33,26.08,88.06,1.81,16.092,3.612
2021,11,5,18.66,27.02,85.96,0.9,12.132000000000001,2.863
2021,11,6,19.41,25.44,88.94,1.6,16.848,3.725
2021,11,7,18.83,26.2,90.23,2.33,10.728,2.463
2021,11,8,18.98,23.08,93.34,2.03,9.072000000000001,1.954
2021,11,9,18.13,24.3,89.66,1.65,13.356,2.928
2021,11,10,17.16,24.78,86.38,2.05,10.368,2.461
2021,11,11,16.96,21.58,90.86,4.01,4.104,1.182
2021,11,12,17.24,23.59,92.88,3.75,6.228,1.437
2021,11,13,19.0,26.67,84.72,0.79,11.088000000000001,2.65
2021,11,14,19.09,26.51,90.28,1.2,10.404,2.409
2021,11,15,19.7,27.27,88.16,1.23,13.068,3.054
2021,11,16,19.87,26.32,89.35,2.23,15.192,3.392
2021,11,17,18.44,25.98,89.94,1.69,12.852,2.88
2021,11,18,17.19,21.44,92.65,3.34,4.248,1.077
2021,11,19,19.31,25.66,93.42,3.65,6.228,1.482
2021,11,20,19.76,25.47,91.97,2.58,10.332,2.308
2021,11,21,18.07,27.68,82.52,1.78,13.428,3.3
2021,11,22,17.61,26.18,87.6,1.51,14.364,3.242
2021,11,23,18.98,26.52,88.97,1.67,19.044,4.185
2021,11,24,18.12,27.14,86.12,1.88,15.768,3.617
2021,11,25,18.38,25.13,88.19,2.49,16.38,3.554
2021,11,26,17.89,26.05,87.03,2.81,16.668,3.669
2021,11,27,18.8,24.93,89.97,3.1,10.188,2.339
2021,11,28,17.6,23.49,91.44,3.07,5.832000000000001,1.44
2021,11,29,17.53,24.61,90.37,3.08,8.82,2.037
2021,11,30,17.97,25.08,88.26,2.67,14.4,3.164
2021,12,1,18.95,26.12,87.75,3.1,11.124,2.669
2021,12,2,18.01,26.73,85.94,2.12,12.96,3.062
2021,12,3,18.27,25.76,84.92,1.21,14.256,3.297
2021,12,4,18.34,25.36,80.07,0.65,15.876000000000001,3.684
2021,12,5,18.14,27.39,82.17,1.15,10.188,2.56
2021,12,6,17.75,26.19,86.94,1.23,15.336,3.467
2021,12,7,18.18,26.14,85.32,2.11,18.108,4.056
2021,12,8,16.21,26.48,82.77,2.03,19.548,4.369
2021,12,9,17.87,27.14,85.37,1.68,11.448,2.774
2021,12,10,17.42,25.73,85.14,2.58,19.8,4.305
2021,12,11,17.36,25.5,87.6,2.82,13.14,2.964
2021,12,12,17.67,25.38,87.26,3.1,15.696000000000002,3.435
2021,12,13,17.7,26.17,87.83,2.83,11.844000000000001,2.756
2021,12,14,17.84,25.06,87.69,2.93,10.764000000000001,2.536
2021,12,15,17.04,25.27,85.28,2.69,10.044,2.501
2021,12,16,16.11,25.75,84.29,2.51,17.424,3.861
2021,12,17,15.77,25.81,82.23,1.97,17.28,3.91
2021,12,18,13.91,24.9,80.39,2.26,18.108,4.016
2021,12,19,12.23,24.41,79.4,2.28,19.548,4.207
2021,12,20,11.74,24.6,81.45,2.05,19.332,4.084
2021,12,21,12.34,25.64,74.0,1.02,18.612000000000002,4.2
2021,12,22,11.13,25.62,78.01,1.32,18.612000000000002,4.085
2021,12,23,12.44,25.88,76.31,1.27,19.008000000000003,4.266
2021,12,24,10.6,26.06,73.09,1.35,18.648,4.227
2021,12,25,11.86,26.82,77.05,1.44,18.971999999999998,4.28
2021,12,26,13.08,26.39,80.71,1.76,19.224,4.25
2021,12,27,13.7,25.37,81.15,2.0,19.332,4.224
2021,12,28,13.67,24.83,82.94,2.21,20.088,4.253
2021,12,29,14.51,24.96,82.45,2.23,18.36,4.006
2021,12,30,13.91,25.34,83.39,2.71,18.288,3.939
2021,12,31,17.28,25.42,86.54,3.6,7.848000000000001,2.128
2022,1,1,17.77,25.75,85.66,3.33,10.656,2.667
2022,1,2,16.66,25.9,83.39,2.99,18.540000000000003,4.127
2022,1,3,15.15,26.26,78.96,2.15,18.936,4.349
2022,1,4,15.17,25.84,81.36,2.08,18.971999999999998,4.237
2022,1,5,13.9,26.29,77.66,1.11,19.152,4.328
2022,1,6,14.88,26.37,80.79,1.92,19.548,4.383
2022,1,7,15.94,26.27,81.7,2.24,16.992,3.913
2022,1,8,16.19,26.56,81.81,1.94,15.912,3.716
2022,1,9,16.42,26.86,80.97,2.05,17.46,4.071
2022,1,10,16.0,27.09,77.92,2.16,17.172,4.143
2022,1,11,15.05,27.53,77.77,2.05,18.18,4.317
2022,1,12,16.27,27.26,80.29,2.02,17.928,4.201
2022,1,13,16.87,27.04,79.51,1.9,19.368,4.514
2022,1,14,16.28,27.61,78.49,1.52,20.52,4.765
2022,1,15,17.17,27.42,73.33,0.94,19.512,4.652
2022,1,16,17.02,27.62,78.88,2.47,16.740000000000002,4.116
2022,1,17,17.22,27.29,78.42,2.78,18.468,4.472
2022,1,18,15.84,26.87,75.65,2.22,17.64,4.313
2022,1,19,14.95,27.49,72.14,1.8,20.052000000000003,4.85
2022,1,20,14.44,28.45,63.92,1.37,21.78,5.396
2022,1,21,13.36,29.53,63.12,1.35,21.924,5.467
2022,1,22,12.7,29.32,65.11,1.62,22.176000000000002,5.493
2022,1,23,14.48,28.64,69.45,1.66,22.644000000000002,5.477
2022,1,24,12.9,28.13,62.8,1.48,22.032,5.423
2022,1,25,14.19,28.06,71.47,1.07,20.844,4.907
2022,1,26,18.41,26.62,81.19,1.99,15.803999999999998,3.802
2022,1,27,17.51,27.42,75.83,2.82,14.364,3.879
2022,1,28,14.92,27.96,73.84,3.33,16.488,4.381
2022,1,29,15.05,29.08,74.44,2.95,18.612000000000002,4.752
2022,1,30,15.84,30.04,71.88,0.88,19.8,4.803
2022,1,31,17.55,30.83,69.69,1.19,20.916,5.272
2022,2,1,17.59,30.96,70.03,1.71,21.276,5.476
2022,2,2,15.72,31.35,65.8,1.7,21.852,5.697
2022,2,3,14.56,29.98,69.01,1.78,19.8,5.052
2022,2,4,16.72,30.61,63.54,1.84,23.220000000000002,6.092
2022,2,5,14.17,30.13,66.78,1.88,22.932000000000002,5.769
2022,2,6,18.07,29.7,71.58,2.71,16.992,4.727
2022,2,7,16.67,30.32,69.43,1.67,19.368,5.023
2022,2,8,15.96,30.47,66.73,1.69,20.16,5.268
2022,2,9,15.77,30.64,66.42,2.7,21.240000000000002,5.775
2022,2,10,14.18,31.03,57.94,2.46,22.428,6.325
2022,2,11,13.94,30.71,56.93,3.57,23.724,6.962
2022,2,12,14.89,30.61,63.41,3.11,23.184,6.362
2022,2,13,15.52,29.74,61.85,2.7,21.312,5.941
2022,2,14,15.06,30.45,63.43,2.08,21.132,5.675
2022,2,15,15.92,30.05,66.03,2.18,17.784000000000002,4.949
2022,2,16,14.68,30.74,62.5,1.5,18.36,4.951
2022,2,17,16.0,30.25,62.15,1.89,20.448,5.552
2022,2,18,16.02,31.16,61.18,3.01,22.284000000000002,6.411
2022,2,19,14.6,31.77,58.34,3.08,23.544,6.832
2022,2,20,15.89,32.84,55.62,1.29,23.148,6.244
2022,2,21,16.05,33.13,60.03,1.38,23.688000000000002,6.294
2022,2,22,17.94,32.69,56.08,2.6,21.564,6.635
2022,2,23,17.33,32.25,58.48,3.46,23.796000000000003,7.189
2022,2,24,15.4,32.11,54.16,2.5,25.308,7.247
2022,2,25,13.74,32.91,49.27,2.82,25.092,7.643
2022,2,26,11.64,32.14,54.72,2.74,26.208000000000002,7.307
2022,2,27,16.83,32.28,58.58,2.45,26.208000000000002,7.262
2022,2,28,15.6,32.1,53.38,2.22,25.632,7.232
2022,3,1,14.81,32.45,49.46,2.9,25.776,7.792
2022,3,2,14.37,32.48,38.76,3.19,24.444,8.353
2022,3,3,13.58,32.11,40.86,3.57,25.488,8.535
2022,3,4,15.13,33.25,36.74,3.48,25.992,9.115
2022,3,5,15.31,32.48,45.38,3.57,25.2,8.315
2022,3,6,17.08,31.49,52.91,3.96,24.012,7.7
2022,3,7,16.16,31.12,54.4,3.83,16.668,6.158
2022,3,8,16.54,33.98,49.96,3.05,24.66,7.899
2022,3,9,17.1,35.34,45.63,2.58,25.164,8.167
2022,3,10,18.14,34.37,40.23,3.4,23.904,8.744
2022,3,11,16.77,34.56,32.85,3.74,24.372,9.585
2022,3,12,17.33,35.11,30.83,3.56,23.904,9.622
2022,3,13,18.56,34.14,34.05,3.4,23.616,9.108
2022,3,14,17.83,35.87,37.56,2.54,22.608,8.173
2022,3,15,19.03,36.03,35.25,2.08,23.904,8.199
2022,3,16,17.72,36.1,36.02,2.46,24.552000000000003,8.611
2022,3,17,18.0,37.01,30.23,2.63,21.492,8.616
2022,3,18,18.51,36.83,33.16,1.92,24.12,8.249
2022,3,19,19.76,36.08,35.43,1.78,21.744,7.453
2022,3,20,22.18,30.99,57.19,1.83,17.352,5.369
2022,3,21,20.25,33.9,58.02,1.25,20.88,5.882
2022,3,22,20.73,32.91,62.97,1.54,16.740000000000002,4.928
2022,3,23,21.32,34.8,54.59,1.85,18.252000000000002,5.891
2022,3,24,21.28,33.64,56.16,1.17,16.668,4.959
2022,3,25,20.56,35.84,49.84,2.04,19.08,6.47
2022,3,26,19.79,36.55,49.76,2.42,21.276,7.255
2022,3,27,20.94,37.69,48.62,3.37,22.5,8.397
2022,3,28,20.24,37.41,47.73,2.88,23.291999999999998,8.227
2022,3,29,21.29,37.89,43.4,2.45,22.715999999999998,8.128
2022,3,30,22.36,37.13,40.22,2.28,21.528000000000002,7.856
2022,3,31,24.14,36.48,38.39,2.48,23.256,8.519
2022,4,1,23.27,37.55,38.47,2.96,20.88,8.528
2022,4,2,21.38,37.13,43.09,3.06,22.356,8.488
2022,4,3,20.76,37.46,44.73,3.55,23.832,9.048
2022,4,4,20.24,37.5,46.34,3.48,24.372,8.968
2022,4,5,19.98,37.0,44.87,3.88,23.724,9.142
2022,4,6,18.18,37.55,40.52,3.37,24.696,9.322
2022,4,7,19.99,35.09,48.96,3.34,24.552000000000003,8.402
2022,4,8,20.06,36.86,52.25,3.18,24.696,8.325
2022,4,9,19.65,37.01,53.89,2.79,22.68,7.581
2022,4,10,20.19,37.62,44.78,3.22,18.036,7.633
2022,4,11,19.1,35.92,47.5,2.66,23.112000000000002,7.842
2022,4,12,20.71,38.04,44.14,2.9,24.516,8.824
2022,4,13,22.85,33.43,56.46,2.72,20.376,6.71
2022,4,14,19.97,31.95,62.32,1.99,18.828000000000003,5.525
2022,4,15,20.36,35.54,56.89,0.77,25.344,6.737
2022,4,16,21.41,36.1,54.39,1.71,21.996000000000002,6.721
2022,4,17,22.19,33.78,65.49,1.98,23.256,6.528
2022,4,18,20.22,34.46,60.74,2.54,22.968,6.89
2022,4,19,21.02,33.13,66.78,2.02,20.7,5.85
2022,4,20,20.8,36.18,55.37,2.23,24.984,7.623
2022,4,21,22.01,34.71,59.52,2.71,24.840000000000003,7.52
2022,4,22,21.65,33.85,61.66,2.66,25.164,7.349
2022,4,23,22.18,31.38,65.9,2.6,19.332,5.738
2022,4,24,20.05,36.16,52.58,2.09,22.788,7.179
2022,4,25,19.99,35.81,53.84,2.06,21.672,6.829
2022,4,26,20.29,37.18,46.97,2.25,25.848,8.333
2022,4,27,20.61,37.17,50.75,2.85,25.884,8.534
2022,4,28,20.75,37.77,49.88,2.56,25.38,8.368
2022,4,29,21.28,38.47,47.9,3.25,24.408,8.868
2022,4,30,22.56,37.18,49.96,1.91,25.344,7.918
2022,5,1,23.54,36.89,52.38,1.52,23.544,7.145
2022,5,2,22.34,35.84,62.16,1.95,23.040000000000003,6.766
2022,5,3,22.86,34.82,63.48,1.89,24.588,6.971
2022,5,4,22.36,35.56,60.84,2.07,19.152,6.02
2022,5,5,22.32,33.22,65.39,1.74,18.503999999999998,5.382
2022,5,6,20.89,34.1,62.09,1.26,24.228,6.549
2022,5,7,21.09,34.45,64.03,1.61,23.112000000000002,6.416
2022,5,8,21.16,34.68,62.57,1.82,19.872,5.876
2022,5,9,21.72,34.61,65.58,2.15,18.288,5.562
2022,5,10,21.92,32.41,68.95,3.87,6.408,3.539
2022,5,11,21.52,30.83,73.35,5.32,7.704000000000001,3.755
2022,5,12,20.79,31.07,76.26,4.25,8.1,3.308
2022,5,13,20.51,31.7,73.96,3.11,13.5,4.224
2022,5,14,20.42,31.3,76.35,2.48,21.708000000000002,5.562
2022,5,15,22.09,26.96,84.68,2.32,19.259999999999998,4.501
2022,5,16,21.7,29.59,81.11,2.37,17.892,4.506
2022,5,17,21.02,28.5,71.44,1.17,14.364,3.823
2022,5,18,20.68,28.63,79.89,1.41,10.296,2.781
2022,5,19,19.45,25.07,87.21,3.55,10.44,2.572
2022,5,20,18.19,27.54,82.12,4.59,10.944,3.138
2022,5,21,17.84,29.9,75.97,4.34,14.76,4.345
2022,5,22,19.63,30.84,77.29,4.36,21.996000000000002,5.652
2022,5,23,19.59,32.15,75.7,3.36,23.796000000000003,6.121
2022,5,24,21.01,32.77,73.19,2.58,25.236,6.582
2022,5,25,21.15,31.69,71.36,1.69,21.384,5.631
2022,5,26,21.13,30.36,73.94,2.38,23.328000000000003,5.967
2022,5,27,20.84,28.84,76.25,3.1,26.172,6.329
2022,5,28,20.46,30.01,73.33,3.46,27.036,6.763
2022,5,29,18.59,31.88,69.24,3.05,27.072,7.039
2022,5,30,20.2,31.38,71.11,2.6,23.759999999999998,6.257
2022,5,31,20.63,27.9,78.83,2.88,21.240000000000002,5.167
2022,6,1,20.52,27.29,79.46,3.4,21.996000000000002,5.242
2022,6,2,20.28,31.37,73.28,2.21,22.572,5.847
2022,6,3,20.2,30.19,74.95,2.06,24.876,6.143
2022,6,4,20.94,29.85,75.55,2.44,24.192,6.025
2022,6,5,20.84,29.86,76.26,1.45,23.796000000000003,5.826
2022,6,6,20.75,29.57,76.62,1.55,19.296000000000003,4.851
2022,6,7,21.39,29.88,76.44,2.74,19.368,5.08
2022,6,8,20.82,30.08,75.07,3.65,24.192,6.162
2022,6,9,20.16,32.37,70.31,3.83,23.400000000000002,6.537
2022,6,10,19.53,31.67,72.59,4.22,23.148,6.278
2022,6,11,19.63,31.21,70.64,3.93,23.364,6.387
2022,6,12,19.06,29.06,71.84,3.42,24.588,6.238
2022,6,13,18.77,30.37,73.8,2.56,22.104,5.643
2022,6,14,20.11,29.06,78.12,2.77,24.984,5.965
2022,6,15,19.58,28.25,80.65,2.65,16.488,4.128
2022,6,16,21.17,25.82,84.05,1.47,21.996000000000002,5.018
2022,6,17,19.91,24.58,84.67,1.56,22.824,5.04
2022,6,18,19.57,24.88,86.81,1.62,19.008000000000003,4.205
2022,6,19,20.12,26.87,86.05,2.1,19.512,4.413
2022,6,20,19.08,28.48,79.53,3.19,19.404,4.763
2022,6,21,19.83,27.63,81.91,3.41,17.964000000000002,4.35
2022,6,22,19.27,26.04,85.63,2.65,18.288,4.097
2022,6,23,19.36,27.81,80.31,3.16,15.624,3.996
2022,6,24,19.71,25.38,84.76,4.11,22.356,4.773
2022,6,25,19.31,27.05,81.21,4.29,17.388,4.27
2022,6,26,19.67,28.42,79.43,4.61,20.412,5.037
2022,6,27,19.74,29.34,76.61,4.35,16.704,4.671
2022,6,28,20.16,29.17,77.12,3.54,15.3,4.285
2022,6,29,20.1,29.7,79.52,3.17,21.564,5.291
2022,6,30,20.32,28.12,82.75,3.63,18.791999999999998,4.503
2022,7,1,20.23,27.16,84.03,3.66,18.144000000000002,4.245
2022,7,2,19.88,26.53,84.87,3.59,17.784000000000002,4.078
2022,7,3,20.47,28.37,81.4,4.16,16.704,4.267
2022,7,4,19.79,26.12,83.42,4.97,12.636,3.324
2022,7,5,19.69,26.06,84.1,4.73,14.4,3.538
2022,7,6,19.82,26.77,81.81,4.42,11.016,3.172
2022,7,7,19.53,27.37,83.8,4.64,11.232000000000001,3.098
2022,7,8,19.27,26.39,82.37,5.09,11.808,3.277
2022,7,9,19.74,26.88,83.41,5.11,12.528,3.354
2022,7,10,19.38,27.92,80.17,5.34,13.428,3.83
2022,7,11,19.79,27.84,80.01,5.07,14.4,3.989
2022,7,12,19.98,26.99,80.38,5.9,17.1,4.389
2022,7,13,19.64,28.16,78.86,7.08,12.636,4.02
2022,7,14,19.29,26.68,78.31,7.49,15.264000000000001,4.348
2022,7,15,19.83,28.8,76.98,5.96,16.632,4.763
2022,7,16,19.77,28.91,80.63,4.85,14.616,4.023
2022,7,17,19.52,28.46,81.89,5.17,15.336,4.02
2022,7,18,19.53,26.58,82.1,4.04,12.888,3.414
2022,7,19,19.59,26.85,82.54,2.46,21.240000000000002,4.863
2022,7,20,20.05,27.64,81.67,2.13,20.952,4.914
2022,7,21,19.94,27.25,84.52,2.39,15.3,3.665
2022,7,22,20.39,25.67,86.68,2.75,12.384,2.972
2022,7,23,19.41,27.64,82.61,3.34,14.508000000000001,3.664
2022,7,24,19.14,27.79,80.88,3.48,16.164,4.074
2022,7,25,19.39,27.48,80.91,2.69,19.908,4.716
2022,7,26,19.74,25.98,84.1,2.8,14.148000000000001,3.422
2022,7,27,19.83,27.33,85.09,2.1,18.215999999999998,4.207
2022,7,28,19.8,28.58,78.61,1.18,21.204,5.076
2022,7,29,19.64,26.92,80.18,1.17,23.652,5.468
2022,7,30,19.52,29.47,76.57,0.85,22.428,5.39
2022,7,31,20.63,28.21,84.58,1.24,18.36,4.33
2022,8,1,21.01,28.01,84.35,1.95,20.844,4.847
2022,8,2,19.74,28.76,83.76,1.68,19.512,4.586
2022,8,3,19.91,26.6,83.4,1.96,14.652000000000001,3.538
2022,8,4,19.08,25.05,85.69,1.22,11.16,2.643
2022,8,5,19.88,26.38,84.42,5.51,12.276000000000002,3.23
2022,8,6,18.99,26.92,84.33,5.68,14.940000000000001,3.649
2022,8,7,19.22,26.48,86.36,5.34,12.456,3.07
2022,8,8,19.73,26.71,85.48,5.82,12.636,3.218
2022,8,9,19.05,27.43,81.48,6.36,16.704,4.23
2022,8,10,18.23,27.53,81.41,5.77,17.64,4.325
2022,8,11,18.45,28.6,82.13,4.96,17.316,4.274
2022,8,12,18.57,28.72,81.25,4.46,18.648,4.561
2022,8,13,18.82,26.8,82.48,3.59,19.008000000000003,4.409
2022,8,14,18.1,29.05,78.98,3.93,15.732000000000001,4.195
2022,8,15,18.64,29.56,78.49,3.01,18.720000000000002,4.733
2022,8,16,19.59,29.57,76.83,1.65,24.984,5.995
2022,8,17,19.93,29.46,79.47,2.37,23.364,5.592
2022,8,18,19.97,26.69,86.48,3.17,19.296000000000003,4.278
2022,8,19,19.24,27.94,84.18,3.65,16.236,3.898
2022,8,20,18.92,27.6,83.98,3.52,18.720000000000002,4.317
2022,8,21,18.72,27.54,85.15,3.63,16.308,3.806
2022,8,22,19.77,27.04,85.48,3.95,16.632,3.857
2022,8,23,19.0,28.36,83.66,3.55,20.7,4.739
2022,8,24,19.67,26.66,84.98,3.25,17.316,3.989
2022,8,25,19.35,26.32,86.29,2.89,17.424,3.913
2022,8,26,19.61,25.21,90.52,2.34,14.58,3.169
2022,8,27,19.8,25.58,89.28,2.74,16.992,3.673
2022,8,28,18.88,26.8,86.92,2.6,17.352,3.882
2022,8,29,20.17,26.32,89.66,1.89,16.056,3.579
2022,8,30,20.53,28.03,86.74,1.92,20.808,4.729
2022,8,31,20.13,26.27,90.56,1.78,18.971999999999998,4.137
2022,9,1,19.21,28.19,83.85,1.01,17.46,4.105
2022,9,2,20.13,27.27,85.24,1.61,20.196,4.626
2022,9,3,19.06,29.61,82.53,0.75,22.284000000000002,5.236
2022,9,4,20.78,26.4,89.64,1.19,21.06,4.71
2022,9,5,20.66,27.74,83.96,0.79,23.256,5.406
2022,9,6,20.75,25.83,86.43,1.31,22.284000000000002,5.007
2022,9,7,19.61,25.68,88.64,1.47,15.336,3.452
2022,9,8,19.09,25.52,89.52,2.79,12.06,2.726
2022,9,9,19.73,26.04,90.33,3.03,18.0,3.796
2022,9,10,19.34,26.77,88.73,3.81,14.940000000000001,3.321
2022,9,11,19.36,25.81,88.36,4.27,17.496000000000002,3.714
2022,9,12,19.02,26.89,86.68,4.78,19.224,4.141
2022,9,13,18.65,27.23,87.81,3.39,17.46,3.831
2022,9,14,19.22,26.09,88.65,2.59,17.604,3.828
2022,9,15,18.47,26.02,88.61,2.66,19.944,4.223
2022,9,16,18.83,27.04,87.24,2.73,18.971999999999998,4.172
2022,9,17,18.73,26.63,87.76,2.41,23.184,4.942
2022,9,18,18.82,26.68,86.23,2.56,22.392,4.854
2022,9,19,19.36,26.75,86.55,3.05,18.215999999999998,4.06
2022,9,20,17.25,26.93,82.76,2.85,21.528000000000002,4.785
2022,9,21,17.24,27.43,84.6,2.69,17.712,4.028
2022,9,22,17.76,27.19,81.47,2.89,24.156,5.371
2022,9,23,17.57,26.09,84.75,2.56,21.168,4.602
2022,9,24,17.87,27.51,84.27,2.64,21.456,4.77
2022,9,25,18.05,28.03,82.71,2.33,23.688000000000002,5.323
2022,9,26,19.57,27.96,86.46,2.3,14.796000000000001,3.494
2022,9,27,18.84,25.74,87.8,2.1,15.120000000000001,3.391
2022,9,28,19.38,27.11,85.5,2.29,16.416,3.809
2022,9,29,19.39,26.15,87.46,2.2,16.092,3.624
2022,9,30,19.07,24.37,89.82,2.9,10.26,2.348
2022,10,1,18.81,26.03,87.97,3.36,8.676,2.226
2022,10,2,17.53,26.01,86.06,3.17,13.464,3.131
2022,10,3,19.04,26.26,86.38,3.2,16.092,3.645
2022,10,4,19.71,25.72,88.88,2.55,16.056,3.532
2022,10,5,19.45,25.16,91.06,2.27,15.156,3.253
2022,10,6,19.86,25.71,87.63,2.21,10.008,2.444
2022,10,7,18.58,26.31,85.87,1.78,16.812,3.815
2022,10,8,18.49,24.78,87.17,1.68,19.259999999999998,4.19
2022,10,9,18.69,25.97,89.22,1.81,10.188,2.384
2022,10,10,20.4,27.11,88.5,2.04,14.796000000000001,3.403
2022,10,11,20.05,26.42,89.62,2.1,15.336,3.426
2022,10,12,20.28,26.92,88.71,1.49,13.932,3.222
2022,10,13,19.86,27.27,88.68,1.13,18.864,4.277
2022,10,14,20.01,28.78,84.27,1.1,20.052000000000003,4.704
2022,10,15,19.47,27.79,88.47,1.33,18.396,4.171
2022,10,16,20.33,27.41,88.52,1.98,15.48,3.549
2022,10,17,20.76,27.1,89.33,1.97,18.036,4.033
2022,10,18,20.72,27.15,87.66,1.45,16.668,3.844
2022,10,19,20.1,27.05,85.27,1.03,19.224,4.439
